"label","LonX","LatY"
"P18",-73.93726258,40.82916466
"P18",-73.94374124,40.8384775
"P18",-73.93999395,40.8377142
"P18",-73.94227897,40.84215434
"P18",-73.94429621,40.83707743
"P18",-73.94429621,40.83707743
"P18",-73.94374124,40.8384775
"P18",-73.93678723,40.82481125
"P18",-73.94931566,40.83658814
"P18",-73.93823619,40.82787734
"P18",-73.9434719,40.83089139
"P18",-73.94249893,40.83224043
"P18",-73.94374124,40.8384775
"P18",-73.93798195,40.84350076
"P18",-73.9476843,40.83022287
"P18",-73.9434719,40.83089139
"P18",-73.93726258,40.82916466
"P18",-73.93726258,40.82916466
"P18",-73.93726258,40.82916466
"P18",-73.94249893,40.83224043
"P18",-73.94036011,40.83378667
"P18",-73.92516675,40.83630572
"P18",-73.94620247,40.82715392
"P18",-73.94438083,40.82965101
"P18",-73.93726258,40.82916466
"P18",-73.94442546,40.83468077
"P18",-73.94351366,40.83593313
"P18",-73.94113609,40.83917889
"P18",-73.93726258,40.82916466
"P18",-73.94351366,40.83593313
"P18",-73.93988786,40.83579394
"P18",-73.93812926,40.82293296
"P18",-73.93726258,40.82916466
"P18",-73.9458565,40.83855987
"P18",-73.93738281,40.83569073
"P18",-73.94113609,40.83917889
"P18",-73.93639683,40.84954119
"P18",-73.93035513,40.83450471
"P19",-73.94726655,40.75647418
"P19",-73.94053456,40.76342292
"P19",-73.94059331,40.75052443
"P19",-73.94053465,40.74942362
"P19",-73.94096138,40.75137455
"P19",-73.94763663,40.76433964
"P19",-73.93279119,40.75419454
"P19",-73.9237044,40.75588004
"P19",-73.94763663,40.76433964
"P19",-73.93279119,40.75419454
"P19",-73.94086199,40.75811159
"P19",-73.95503701,40.76912007
"P19",-73.95139829,40.77007255
"P19",-73.94401942,40.75480988
"P19",-73.94649779,40.7547508
"P19",-73.93538673,40.76135459
"P19",-73.92538015,40.76196969
"P19",-73.93493511,40.76701302
"P19",-73.93716984,40.75307936
"P19",-73.93890077,40.76283632
"P19",-73.92059649,40.75972489
"P19",-73.93700479,40.76423995
"P19",-73.94213608,40.74889039
"P19",-73.94645689,40.75104683
"P19",-73.939174,40.74827782
"P19",-73.93811872,40.75703086
"P19",-73.94416667,40.75930777
"P19",-73.92530123,40.75662875
"P19",-73.92217338,40.77607987
"P19",-73.95695607,40.76649344
"P19",-73.94027215,40.7655298
"P19",-73.9313176,40.76912321
"P19",-73.9313176,40.76912321
"P19",-73.94401942,40.75480988
"P19",-73.94805277,40.75184247
"P20",-73.92782088,40.76761629
"P20",-73.92830784,40.77454777
